exp_index,subject,condition,scenario,box_weight,contestant,strength,effort,resp,s1,s2,e1,e2
1b,55,fail,14,10,2,8,50,7,5,8,80,50
1b,55,fail,15,9,1,6,40,4,6,8,40,30
1b,55,fail,15,9,2,8,30,6,6,8,40,30
1b,55,lift,16,2,1,5,20,2,5,5,20,60
1b,55,lift,16,2,2,5,60,6,5,5,20,60
1b,55,lift,17,4,1,6,30,3,6,6,30,80
1b,55,lift,17,4,2,6,80,8,6,6,30,80
1b,55,lift,18,2,1,4,30,4,4,4,30,60
1b,55,lift,18,2,2,4,60,6,4,4,30,60
1b,55,lift,19,3,1,5,20,3,5,5,20,70
1b,55,lift,19,3,2,5,70,7,5,5,20,70
1b,55,lift,20,2,1,8,20,5,8,8,20,40
1b,55,lift,20,2,2,8,40,6,8,8,20,40
1b,55,lift,21,2,1,4,40,6,4,8,40,40
1b,55,lift,21,2,2,8,40,4,4,8,40,40
1b,55,lift,22,3,1,4,60,5,4,6,60,60
1b,55,lift,22,3,2,6,60,6,4,6,60,60
1b,55,lift,23,3,1,2,50,6,2,8,50,50
1b,55,lift,23,3,2,8,50,4,2,8,50,50
1b,55,lift,24,4,1,5,70,7,5,7,70,70
1b,55,lift,24,4,2,7,70,7,5,7,70,70
1b,55,lift,25,2,1,6,30,6,6,8,30,30
1b,55,lift,25,2,2,8,30,5,6,8,30,30
1b,56,fail,1,8,1,5,20,10,5,5,20,60
1b,56,fail,1,8,2,5,60,6,5,5,20,60
1b,56,fail,2,8,1,6,30,10,6,6,30,80
1b,56,fail,2,8,2,6,80,1,6,6,30,80
1b,56,fail,3,6,1,4,30,10,4,4,30,60
1b,56,fail,3,6,2,4,60,9,4,4,30,60
1b,56,fail,4,8,1,5,20,10,5,5,20,70
1b,56,fail,4,8,2,5,70,1,5,5,20,70
1b,56,fail,5,10,1,8,20,10,8,8,20,40
1b,56,fail,5,10,2,8,40,8,8,8,20,40
1b,56,fail,6,8,1,4,40,9,4,8,40,40
1b,56,fail,6,8,2,8,40,10,4,8,40,40
1b,56,fail,7,8,1,4,60,10,4,6,60,60
1b,56,fail,7,8,2,6,60,10,4,6,60,60
1b,56,fail,8,8,1,2,50,4,2,8,50,50
1b,56,fail,8,8,2,8,50,10,2,8,50,50
1b,56,fail,9,10,1,5,70,10,5,7,70,70
1b,56,fail,9,10,2,7,70,10,5,7,70,70
1b,56,fail,10,9,1,6,30,9,6,8,30,30
1b,56,fail,10,9,2,8,30,10,6,8,30,30
1b,56,fail,11,6,1,2,60,3,2,6,60,20
1b,56,fail,11,6,2,6,20,10,2,6,60,20
1b,56,fail,12,6,1,3,80,1,3,6,80,40
1b,56,fail,12,6,2,6,40,10,3,6,80,40
1b,56,fail,13,7,1,4,30,8,4,6,30,20
1b,56,fail,13,7,2,6,20,10,4,6,30,20
1b,56,fail,14,10,1,5,80,1,5,8,80,50
1b,56,fail,14,10,2,8,50,10,5,8,80,50
1b,56,fail,15,9,1,6,40,9,6,8,40,30
1b,56,fail,15,9,2,8,30,10,6,8,40,30
1b,56,lift,16,2,1,5,20,3,5,5,20,60
1b,56,lift,16,2,2,5,60,10,5,5,20,60
1b,56,lift,17,4,1,6,30,4,6,6,30,80
1b,56,lift,17,4,2,6,80,10,6,6,30,80
1b,56,lift,18,2,1,4,30,5,4,4,30,60
1b,56,lift,18,2,2,4,60,10,4,4,30,60
1b,56,lift,19,3,1,5,20,6,5,5,20,70
1b,56,lift,19,3,2,5,70,10,5,5,20,70
1b,56,lift,20,2,1,8,20,8,8,8,20,40
1b,56,lift,20,2,2,8,40,10,8,8,20,40
1b,56,lift,21,2,1,4,40,9,4,8,40,40
1b,56,lift,21,2,2,8,40,10,4,8,40,40
1b,56,lift,22,3,1,4,60,10,4,6,60,60
1b,56,lift,22,3,2,6,60,10,4,6,60,60
1b,56,lift,23,3,1,2,50,8,2,8,50,50
1b,56,lift,23,3,2,8,50,10,2,8,50,50
1b,56,lift,24,4,1,5,70,10,5,7,70,70
1b,56,lift,24,4,2,7,70,10,5,7,70,70
1b,56,lift,25,2,1,6,30,10,6,8,30,30
1b,56,lift,25,2,2,8,30,10,6,8,30,30
1b,57,fail,1,8,1,5,20,9,5,5,20,60
1b,57,fail,1,8,2,5,60,3,5,5,20,60
1b,57,fail,2,8,1,6,30,9,6,6,30,80
1b,57,fail,2,8,2,6,80,2,6,6,30,80
1b,57,fail,3,6,1,4,30,0,4,4,30,60
1b,57,fail,3,6,2,4,60,0,4,4,30,60
1b,57,fail,4,8,1,5,20,0,5,5,20,70
1b,57,fail,4,8,2,5,70,0,5,5,20,70
1b,57,fail,5,10,1,8,20,7,8,8,20,40
1b,57,fail,5,10,2,8,40,1,8,8,20,40
1b,57,fail,6,8,1,4,40,3,4,8,40,40
1b,57,fail,6,8,2,8,40,10,4,8,40,40
1b,57,fail,7,8,1,4,60,0,4,6,60,60
1b,57,fail,7,8,2,6,60,0,4,6,60,60
1b,57,fail,8,8,1,2,50,3,2,8,50,50
1b,57,fail,8,8,2,8,50,9,2,8,50,50
1b,57,fail,9,10,1,5,70,0,5,7,70,70
1b,57,fail,9,10,2,7,70,2,5,7,70,70
1b,57,fail,10,9,1,6,30,5,6,8,30,30
1b,57,fail,10,9,2,8,30,6,6,8,30,30
1b,57,fail,11,6,1,2,60,3,2,6,60,20
1b,57,fail,11,6,2,6,20,10,2,6,60,20
1b,57,fail,12,6,1,3,80,0,3,6,80,40
1b,57,fail,12,6,2,6,40,10,3,6,80,40
1b,57,fail,13,7,1,4,30,0,4,6,30,20
1b,57,fail,13,7,2,6,20,3,4,6,30,20
1b,57,fail,14,10,1,5,80,0,5,8,80,50
1b,57,fail,14,10,2,8,50,0,5,8,80,50
1b,57,fail,15,9,1,6,40,0,6,8,40,30
1b,57,fail,15,9,2,8,30,7,6,8,40,30
1b,57,lift,16,2,1,5,20,4,5,5,20,60
1b,57,lift,16,2,2,5,60,9,5,5,20,60
1b,57,lift,17,4,1,6,30,6,6,6,30,80
1b,57,lift,17,4,2,6,80,9,6,6,30,80
1b,57,lift,18,2,1,4,30,5,4,4,30,60
1b,57,lift,18,2,2,4,60,10,4,4,30,60
1b,57,lift,19,3,1,5,20,5,5,5,20,70
1b,57,lift,19,3,2,5,70,8,5,5,20,70
1b,57,lift,20,2,1,8,20,5,8,8,20,40
1b,57,lift,20,2,2,8,40,8,8,8,20,40
1b,57,lift,21,2,1,4,40,7,4,8,40,40
1b,57,lift,21,2,2,8,40,9,4,8,40,40
1b,57,lift,22,3,1,4,60,10,4,6,60,60
1b,57,lift,22,3,2,6,60,10,4,6,60,60
1b,57,lift,23,3,1,2,50,2,2,8,50,50
1b,57,lift,23,3,2,8,50,9,2,8,50,50
1b,57,lift,24,4,1,5,70,10,5,7,70,70
1b,57,lift,24,4,2,7,70,10,5,7,70,70
1b,57,lift,25,2,1,6,30,9,6,8,30,30
1b,57,lift,25,2,2,8,30,10,6,8,30,30
1b,58,fail,1,8,1,5,20,0,5,5,20,60
1b,58,fail,1,8,2,5,60,0,5,5,20,60
1b,58,fail,2,8,1,6,30,0,6,6,30,80
1b,58,fail,2,8,2,6,80,0,6,6,30,80
1b,58,fail,3,6,1,4,30,0,4,4,30,60
1b,58,fail,3,6,2,4,60,0,4,4,30,60
1b,58,fail,4,8,1,5,20,0,5,5,20,70
1b,58,fail,4,8,2,5,70,0,5,5,20,70
1b,58,fail,5,10,1,8,20,0,8,8,20,40
1b,58,fail,5,10,2,8,40,0,8,8,20,40
1b,58,fail,6,8,1,4,40,0,4,8,40,40
1b,58,fail,6,8,2,8,40,0,4,8,40,40
1b,58,fail,7,8,1,4,60,0,4,6,60,60
1b,58,fail,7,8,2,6,60,0,4,6,60,60
1b,58,fail,8,8,1,2,50,0,2,8,50,50
1b,58,fail,8,8,2,8,50,0,2,8,50,50
1b,58,fail,9,10,1,5,70,0,5,7,70,70
1b,58,fail,9,10,2,7,70,0,5,7,70,70
1b,58,fail,10,9,1,6,30,0,6,8,30,30
1b,58,fail,10,9,2,8,30,0,6,8,30,30
1b,58,fail,11,6,1,2,60,0,2,6,60,20
1b,58,fail,11,6,2,6,20,0,2,6,60,20
1b,58,fail,12,6,1,3,80,0,3,6,80,40
1b,58,fail,12,6,2,6,40,0,3,6,80,40
1b,58,fail,13,7,1,4,30,0,4,6,30,20
1b,58,fail,13,7,2,6,20,0,4,6,30,20
1b,58,fail,14,10,1,5,80,0,5,8,80,50
1b,58,fail,14,10,2,8,50,0,5,8,80,50
1b,58,fail,15,9,1,6,40,0,6,8,40,30
1b,58,fail,15,9,2,8,30,0,6,8,40,30
1b,58,lift,16,2,1,5,20,10,5,5,20,60
1b,58,lift,16,2,2,5,60,10,5,5,20,60
1b,58,lift,17,4,1,6,30,10,6,6,30,80
1b,58,lift,17,4,2,6,80,10,6,6,30,80
1b,58,lift,18,2,1,4,30,10,4,4,30,60
1b,58,lift,18,2,2,4,60,10,4,4,30,60
1b,58,lift,19,3,1,5,20,10,5,5,20,70
1b,58,lift,19,3,2,5,70,10,5,5,20,70
1b,58,lift,20,2,1,8,20,10,8,8,20,40
1b,58,lift,20,2,2,8,40,10,8,8,20,40
1b,58,lift,21,2,1,4,40,7,4,8,40,40
1b,58,lift,21,2,2,8,40,10,4,8,40,40
1b,58,lift,22,3,1,4,60,8,4,6,60,60
1b,58,lift,22,3,2,6,60,10,4,6,60,60
1b,58,lift,23,3,1,2,50,10,2,8,50,50
1b,58,lift,23,3,2,8,50,10,2,8,50,50
1b,58,lift,24,4,1,5,70,8,5,7,70,70
1b,58,lift,24,4,2,7,70,10,5,7,70,70
1b,58,lift,25,2,1,6,30,10,6,8,30,30
1b,58,lift,25,2,2,8,30,10,6,8,30,30
1b,59,fail,1,8,1,5,20,6,5,5,20,60
1b,59,fail,1,8,2,5,60,3,5,5,20,60
1b,59,fail,2,8,1,6,30,6,6,6,30,80
1b,59,fail,2,8,2,6,80,3,6,6,30,80
1b,59,fail,3,6,1,4,30,6,4,4,30,60
1b,59,fail,3,6,2,4,60,4,4,4,30,60
1b,59,fail,4,8,1,5,20,7,5,5,20,70
1b,59,fail,4,8,2,5,70,2,5,5,20,70
1b,59,fail,5,10,1,8,20,6,8,8,20,40
1b,59,fail,5,10,2,8,40,4,8,8,20,40
1b,59,fail,6,8,1,4,40,5,4,8,40,40
1b,59,fail,6,8,2,8,40,6,4,8,40,40
1b,59,fail,7,8,1,4,60,4,4,6,60,60
1b,59,fail,7,8,2,6,60,4,4,6,60,60
1b,59,fail,8,8,1,2,50,4,2,8,50,50
1b,59,fail,8,8,2,8,50,4,2,8,50,50
1b,59,fail,9,10,1,5,70,3,5,7,70,70
1b,59,fail,9,10,2,7,70,3,5,7,70,70
1b,59,fail,10,9,1,6,30,5,6,8,30,30
1b,59,fail,10,9,2,8,30,4,6,8,30,30
1b,59,fail,11,6,1,2,60,2,2,6,60,20
1b,59,fail,11,6,2,6,20,8,2,6,60,20
1b,59,fail,12,6,1,3,80,6,3,6,80,40
1b,59,fail,12,6,2,6,40,8,3,6,80,40
1b,59,fail,13,7,1,4,30,4,4,6,30,20
1b,59,fail,13,7,2,6,20,6,4,6,30,20
1b,59,fail,14,10,1,5,80,5,5,8,80,50
1b,59,fail,14,10,2,8,50,7,5,8,80,50
1b,59,fail,15,9,1,6,40,5,6,8,40,30
1b,59,fail,15,9,2,8,30,6,6,8,40,30
1b,59,lift,16,2,1,5,20,3,5,5,20,60
1b,59,lift,16,2,2,5,60,8,5,5,20,60
1b,59,lift,17,4,1,6,30,5,6,6,30,80
1b,59,lift,17,4,2,6,80,8,6,6,30,80
1b,59,lift,18,2,1,4,30,6,4,4,30,60
1b,59,lift,18,2,2,4,60,7,4,4,30,60
1b,59,lift,19,3,1,5,20,3,5,5,20,70
1b,59,lift,19,3,2,5,70,8,5,5,20,70
1b,59,lift,20,2,1,8,20,6,8,8,20,40
1b,59,lift,20,2,2,8,40,7,8,8,20,40
1b,59,lift,21,2,1,4,40,6,4,8,40,40
1b,59,lift,21,2,2,8,40,6,4,8,40,40
1b,59,lift,22,3,1,4,60,6,4,6,60,60
1b,59,lift,22,3,2,6,60,7,4,6,60,60
1b,59,lift,23,3,1,2,50,6,2,8,50,50
1b,59,lift,23,3,2,8,50,6,2,8,50,50
1b,59,lift,24,4,1,5,70,7,5,7,70,70
1b,59,lift,24,4,2,7,70,7,5,7,70,70
1b,59,lift,25,2,1,6,30,4,6,8,30,30
1b,59,lift,25,2,2,8,30,5,6,8,30,30
1b,60,fail,1,8,1,5,20,7,5,5,20,60
1b,60,fail,1,8,2,5,60,3,5,5,20,60
1b,60,fail,2,8,1,6,30,8,6,6,30,80
1b,60,fail,2,8,2,6,80,2,6,6,30,80
1b,60,fail,3,6,1,4,30,7,4,4,30,60
1b,60,fail,3,6,2,4,60,3,4,4,30,60
1b,60,fail,4,8,1,5,20,9,5,5,20,70
1b,60,fail,4,8,2,5,70,2,5,5,20,70
1b,60,fail,5,10,1,8,20,8,8,8,20,40
1b,60,fail,5,10,2,8,40,6,8,8,20,40
1b,60,fail,6,8,1,4,40,5,4,8,40,40
1b,60,fail,6,8,2,8,40,5,4,8,40,40
1b,60,fail,7,8,1,4,60,5,4,6,60,60
1b,60,fail,7,8,2,6,60,5,4,6,60,60
1b,60,fail,8,8,1,2,50,5,2,8,50,50
1b,60,fail,8,8,2,8,50,5,2,8,50,50
1b,60,fail,9,10,1,5,70,5,5,7,70,70
1b,60,fail,9,10,2,7,70,5,5,7,70,70
1b,60,fail,10,9,1,6,30,5,6,8,30,30
1b,60,fail,10,9,2,8,30,5,6,8,30,30
1b,60,fail,11,6,1,2,60,3,2,6,60,20
1b,60,fail,11,6,2,6,20,8,2,6,60,20
1b,60,fail,12,6,1,3,80,1,3,6,80,40
1b,60,fail,12,6,2,6,40,7,3,6,80,40
1b,60,fail,13,7,1,4,30,5,4,6,30,20
1b,60,fail,13,7,2,6,20,5,4,6,30,20
1b,60,fail,14,10,1,5,80,2,5,8,80,50
1b,60,fail,14,10,2,8,50,8,5,8,80,50
1b,60,fail,15,9,1,6,40,6,6,8,40,30
1b,60,fail,15,9,2,8,30,5,6,8,40,30
1b,60,lift,16,2,1,5,20,2,5,5,20,60
1b,60,lift,16,2,2,5,60,7,5,5,20,60
1b,60,lift,17,4,1,6,30,2,6,6,30,80
1b,60,lift,17,4,2,6,80,8,6,6,30,80
1b,60,lift,18,2,1,4,30,3,4,4,30,60
1b,60,lift,18,2,2,4,60,7,4,4,30,60
1b,60,lift,19,3,1,5,20,3,5,5,20,70
1b,60,lift,19,3,2,5,70,7,5,5,20,70
1b,60,lift,20,2,1,8,20,5,8,8,20,40
1b,60,lift,20,2,2,8,40,6,8,8,20,40
1b,60,lift,21,2,1,4,40,5,4,8,40,40
1b,60,lift,21,2,2,8,40,5,4,8,40,40
1b,60,lift,22,3,1,4,60,10,4,6,60,60
1b,60,lift,22,3,2,6,60,10,4,6,60,60
1b,60,lift,23,3,1,2,50,5,2,8,50,50
1b,60,lift,23,3,2,8,50,5,2,8,50,50
1b,60,lift,24,4,1,5,70,5,5,7,70,70
1b,60,lift,24,4,2,7,70,5,5,7,70,70
1b,60,lift,25,2,1,6,30,5,6,8,30,30
1b,60,lift,25,2,2,8,30,5,6,8,30,30
1b,61,fail,1,8,1,5,20,5,5,5,20,60
1b,61,fail,1,8,2,5,60,1,5,5,20,60
1b,61,fail,2,8,1,6,30,4,6,6,30,80
1b,61,fail,2,8,2,6,80,1,6,6,30,80
1b,61,fail,3,6,1,4,30,5,4,4,30,60
1b,61,fail,3,6,2,4,60,2,4,4,30,60
1b,61,fail,4,8,1,5,20,4,5,5,20,70
1b,61,fail,4,8,2,5,70,0,5,5,20,70
1b,61,fail,5,10,1,8,20,9,8,8,20,40
1b,61,fail,5,10,2,8,40,7,8,8,20,40
1b,61,fail,6,8,1,4,40,4,4,8,40,40
1b,61,fail,6,8,2,8,40,7,4,8,40,40
1b,61,fail,7,8,1,4,60,5,4,6,60,60
1b,61,fail,7,8,2,6,60,5,4,6,60,60
1b,61,fail,8,8,1,2,50,2,2,8,50,50
1b,61,fail,8,8,2,8,50,7,2,8,50,50
1b,61,fail,9,10,1,5,70,8,5,7,70,70
1b,61,fail,9,10,2,7,70,8,5,7,70,70
1b,61,fail,10,9,1,6,30,3,6,8,30,30
1b,61,fail,10,9,2,8,30,4,6,8,30,30
1b,61,fail,11,6,1,2,60,0,2,6,60,20
1b,61,fail,11,6,2,6,20,5,2,6,60,20
1b,61,fail,12,6,1,3,80,0,3,6,80,40
1b,61,fail,12,6,2,6,40,7,3,6,80,40
1b,61,fail,13,7,1,4,30,2,4,6,30,20
1b,61,fail,13,7,2,6,20,3,4,6,30,20
1b,61,fail,14,10,1,5,80,1,5,8,80,50
1b,61,fail,14,10,2,8,50,8,5,8,80,50
1b,61,fail,15,9,1,6,40,4,6,8,40,30
1b,61,fail,15,9,2,8,30,6,6,8,40,30
1b,61,lift,16,2,1,5,20,3,5,5,20,60
1b,61,lift,16,2,2,5,60,6,5,5,20,60
1b,61,lift,17,4,1,6,30,4,6,6,30,80
1b,61,lift,17,4,2,6,80,8,6,6,30,80
1b,61,lift,18,2,1,4,30,2,4,4,30,60
1b,61,lift,18,2,2,4,60,6,4,4,30,60
1b,61,lift,19,3,1,5,20,3,5,5,20,70
1b,61,lift,19,3,2,5,70,6,5,5,20,70
1b,61,lift,20,2,1,8,20,2,8,8,20,40
1b,61,lift,20,2,2,8,40,5,8,8,20,40
1b,61,lift,21,2,1,4,40,5,4,8,40,40
1b,61,lift,21,2,2,8,40,5,4,8,40,40
1b,61,lift,22,3,1,4,60,5,4,6,60,60
1b,61,lift,22,3,2,6,60,5,4,6,60,60
1b,61,lift,23,3,1,2,50,5,2,8,50,50
1b,61,lift,23,3,2,8,50,5,2,8,50,50
1b,61,lift,24,4,1,5,70,5,5,7,70,70
1b,61,lift,24,4,2,7,70,5,5,7,70,70
1b,61,lift,25,2,1,6,30,5,6,8,30,30
1b,61,lift,25,2,2,8,30,5,6,8,30,30
1b,62,fail,1,8,1,5,20,7,5,5,20,60
1b,62,fail,1,8,2,5,60,3,5,5,20,60
1b,62,fail,2,8,1,6,30,5,6,6,30,80
1b,62,fail,2,8,2,6,80,5,6,6,30,80
1b,62,fail,3,6,1,4,30,4,4,4,30,60
1b,62,fail,3,6,2,4,60,6,4,4,30,60
1b,62,fail,4,8,1,5,20,6,5,5,20,70
1b,62,fail,4,8,2,5,70,4,5,5,20,70
1b,62,fail,5,10,1,8,20,7,8,8,20,40
1b,62,fail,5,10,2,8,40,3,8,8,20,40
1b,62,fail,6,8,1,4,40,3,4,8,40,40
1b,62,fail,6,8,2,8,40,7,4,8,40,40
1b,62,fail,7,8,1,4,60,4,4,6,60,60
1b,62,fail,7,8,2,6,60,6,4,6,60,60
1b,62,fail,8,8,1,2,50,2,2,8,50,50
1b,62,fail,8,8,2,8,50,8,2,8,50,50
1b,62,fail,9,10,1,5,70,4,5,7,70,70
1b,62,fail,9,10,2,7,70,6,5,7,70,70
1b,62,fail,10,9,1,6,30,4,6,8,30,30
1b,62,fail,10,9,2,8,30,6,6,8,30,30
1b,62,fail,11,6,1,2,60,3,2,6,60,20
1b,62,fail,11,6,2,6,20,7,2,6,60,20
1b,62,fail,12,6,1,3,80,2,3,6,80,40
1b,62,fail,12,6,2,6,40,8,3,6,80,40
1b,62,fail,13,7,1,4,30,3,4,6,30,20
1b,62,fail,13,7,2,6,20,7,4,6,30,20
1b,62,fail,14,10,1,5,80,3,5,8,80,50
1b,62,fail,14,10,2,8,50,7,5,8,80,50
1b,62,fail,15,9,1,6,40,5,6,8,40,30
1b,62,fail,15,9,2,8,30,5,6,8,40,30
1b,62,lift,16,2,1,5,20,3,5,5,20,60
1b,62,lift,16,2,2,5,60,7,5,5,20,60
1b,62,lift,17,4,1,6,30,3,6,6,30,80
1b,62,lift,17,4,2,6,80,7,6,6,30,80
1b,62,lift,18,2,1,4,30,4,4,4,30,60
1b,62,lift,18,2,2,4,60,6,4,4,30,60
1b,62,lift,19,3,1,5,20,3,5,5,20,70
1b,62,lift,19,3,2,5,70,7,5,5,20,70
1b,62,lift,20,2,1,8,20,5,8,8,20,40
1b,62,lift,20,2,2,8,40,5,8,8,20,40
1b,62,lift,21,2,1,4,40,5,4,8,40,40
1b,62,lift,21,2,2,8,40,5,4,8,40,40
1b,62,lift,22,3,1,4,60,5,4,6,60,60
1b,62,lift,22,3,2,6,60,5,4,6,60,60
1b,62,lift,23,3,1,2,50,5,2,8,50,50
1b,62,lift,23,3,2,8,50,5,2,8,50,50
1b,62,lift,24,4,1,5,70,4,5,7,70,70
1b,62,lift,24,4,2,7,70,6,5,7,70,70
1b,62,lift,25,2,1,6,30,4,6,8,30,30
1b,62,lift,25,2,2,8,30,6,6,8,30,30
1b,63,fail,1,8,1,5,20,4,5,5,20,60
1b,63,fail,1,8,2,5,60,6,5,5,20,60
1b,63,fail,2,8,1,6,30,7,6,6,30,80
1b,63,fail,2,8,2,6,80,3,6,6,30,80
1b,63,fail,3,6,1,4,30,7,4,4,30,60
1b,63,fail,3,6,2,4,60,3,4,4,30,60
1b,63,fail,4,8,1,5,20,8,5,5,20,70
1b,63,fail,4,8,2,5,70,2,5,5,20,70
1b,63,fail,5,10,1,8,20,2,8,8,20,40
1b,63,fail,5,10,2,8,40,8,8,8,20,40
1b,63,fail,6,8,1,4,40,3,4,8,40,40
1b,63,fail,6,8,2,8,40,7,4,8,40,40
1b,63,fail,7,8,1,4,60,5,4,6,60,60
1b,63,fail,7,8,2,6,60,6,4,6,60,60
1b,63,fail,8,8,1,2,50,7,2,8,50,50
1b,63,fail,8,8,2,8,50,3,2,8,50,50
1b,63,fail,9,10,1,5,70,4,5,7,70,70
1b,63,fail,9,10,2,7,70,6,5,7,70,70
1b,63,fail,10,9,1,6,30,6,6,8,30,30
1b,63,fail,10,9,2,8,30,4,6,8,30,30
1b,63,fail,11,6,1,2,60,2,2,6,60,20
1b,63,fail,11,6,2,6,20,8,2,6,60,20
1b,63,fail,12,6,1,3,80,2,3,6,80,40
1b,63,fail,12,6,2,6,40,8,3,6,80,40
1b,63,fail,13,7,1,4,30,5,4,6,30,20
1b,63,fail,13,7,2,6,20,5,4,6,30,20
1b,63,fail,14,10,1,5,80,3,5,8,80,50
1b,63,fail,14,10,2,8,50,7,5,8,80,50
1b,63,fail,15,9,1,6,40,4,6,8,40,30
1b,63,fail,15,9,2,8,30,6,6,8,40,30
1b,63,lift,16,2,1,5,20,2,5,5,20,60
1b,63,lift,16,2,2,5,60,8,5,5,20,60
1b,63,lift,17,4,1,6,30,2,6,6,30,80
1b,63,lift,17,4,2,6,80,8,6,6,30,80
1b,63,lift,18,2,1,4,30,4,4,4,30,60
1b,63,lift,18,2,2,4,60,6,4,4,30,60
1b,63,lift,19,3,1,5,20,3,5,5,20,70
1b,63,lift,19,3,2,5,70,7,5,5,20,70
1b,63,lift,20,2,1,8,20,3,8,8,20,40
1b,63,lift,20,2,2,8,40,7,8,8,20,40
1b,63,lift,21,2,1,4,40,3,4,8,40,40
1b,63,lift,21,2,2,8,40,7,4,8,40,40
1b,63,lift,22,3,1,4,60,4,4,6,60,60
1b,63,lift,22,3,2,6,60,6,4,6,60,60
1b,63,lift,23,3,1,2,50,0,2,8,50,50
1b,63,lift,23,3,2,8,50,10,2,8,50,50
1b,63,lift,24,4,1,5,70,4,5,7,70,70
1b,63,lift,24,4,2,7,70,6,5,7,70,70
1b,63,lift,25,2,1,6,30,4,6,8,30,30
1b,63,lift,25,2,2,8,30,6,6,8,30,30
1b,64,fail,1,8,1,5,20,6,5,5,20,60
1b,64,fail,1,8,2,5,60,3,5,5,20,60
1b,64,fail,2,8,1,6,30,6,6,6,30,80
1b,64,fail,2,8,2,6,80,2,6,6,30,80
1b,64,fail,3,6,1,4,30,6,4,4,30,60
1b,64,fail,3,6,2,4,60,3,4,4,30,60
1b,64,fail,4,8,1,5,20,4,5,5,20,70
1b,64,fail,4,8,2,5,70,7,5,5,20,70
1b,64,fail,5,10,1,8,20,7,8,8,20,40
1b,64,fail,5,10,2,8,40,5,8,8,20,40
1b,64,fail,6,8,1,4,40,5,4,8,40,40
1b,64,fail,6,8,2,8,40,5,4,8,40,40
1b,64,fail,7,8,1,4,60,5,4,6,60,60
1b,64,fail,7,8,2,6,60,5,4,6,60,60
1b,64,fail,8,8,1,2,50,2,2,8,50,50
1b,64,fail,8,8,2,8,50,4,2,8,50,50
1b,64,fail,9,10,1,5,70,5,5,7,70,70
1b,64,fail,9,10,2,7,70,4,5,7,70,70
1b,64,fail,10,9,1,6,30,5,6,8,30,30
1b,64,fail,10,9,2,8,30,5,6,8,30,30
1b,64,fail,11,6,1,2,60,2,2,6,60,20
1b,64,fail,11,6,2,6,20,9,2,6,60,20
1b,64,fail,12,6,1,3,80,1,3,6,80,40
1b,64,fail,12,6,2,6,40,6,3,6,80,40
1b,64,fail,13,7,1,4,30,3,4,6,30,20
1b,64,fail,13,7,2,6,20,4,4,6,30,20
1b,64,fail,14,10,1,5,80,3,5,8,80,50
1b,64,fail,14,10,2,8,50,8,5,8,80,50
1b,64,fail,15,9,1,6,40,3,6,8,40,30
1b,64,fail,15,9,2,8,30,5,6,8,40,30
1b,64,lift,16,2,1,5,20,2,5,5,20,60
1b,64,lift,16,2,2,5,60,10,5,5,20,60
1b,64,lift,17,4,1,6,30,3,6,6,30,80
1b,64,lift,17,4,2,6,80,10,6,6,30,80
1b,64,lift,18,2,1,4,30,5,4,4,30,60
1b,64,lift,18,2,2,4,60,10,4,4,30,60
1b,64,lift,19,3,1,5,20,1,5,5,20,70
1b,64,lift,19,3,2,5,70,10,5,5,20,70
1b,64,lift,20,2,1,8,20,8,8,8,20,40
1b,64,lift,20,2,2,8,40,10,8,8,20,40
1b,64,lift,21,2,1,4,40,5,4,8,40,40
1b,64,lift,21,2,2,8,40,5,4,8,40,40
1b,64,lift,22,3,1,4,60,6,4,6,60,60
1b,64,lift,22,3,2,6,60,7,4,6,60,60
1b,64,lift,23,3,1,2,50,4,2,8,50,50
1b,64,lift,23,3,2,8,50,7,2,8,50,50
1b,64,lift,24,4,1,5,70,9,5,7,70,70
1b,64,lift,24,4,2,7,70,10,5,7,70,70
1b,64,lift,25,2,1,6,30,6,6,8,30,30
1b,64,lift,25,2,2,8,30,8,6,8,30,30
1b,65,fail,1,8,1,5,20,8,5,5,20,60
1b,65,fail,1,8,2,5,60,2,5,5,20,60
1b,65,fail,2,8,1,6,30,8,6,6,30,80
1b,65,fail,2,8,2,6,80,2,6,6,30,80
1b,65,fail,3,6,1,4,30,10,4,4,30,60
1b,65,fail,3,6,2,4,60,0,4,4,30,60
1b,65,fail,4,8,1,5,20,8,5,5,20,70
1b,65,fail,4,8,2,5,70,2,5,5,20,70
1b,65,fail,5,10,1,8,20,9,8,8,20,40
1b,65,fail,5,10,2,8,40,10,8,8,20,40
1b,65,fail,6,8,1,4,40,10,4,8,40,40
1b,65,fail,6,8,2,8,40,10,4,8,40,40
1b,65,fail,7,8,1,4,60,5,4,6,60,60
1b,65,fail,7,8,2,6,60,5,4,6,60,60
1b,65,fail,8,8,1,2,50,5,2,8,50,50
1b,65,fail,8,8,2,8,50,5,2,8,50,50
1b,65,fail,9,10,1,5,70,10,5,7,70,70
1b,65,fail,9,10,2,7,70,10,5,7,70,70
1b,65,fail,10,9,1,6,30,10,6,8,30,30
1b,65,fail,10,9,2,8,30,10,6,8,30,30
1b,65,fail,11,6,1,2,60,2,2,6,60,20
1b,65,fail,11,6,2,6,20,8,2,6,60,20
1b,65,fail,12,6,1,3,80,2,3,6,80,40
1b,65,fail,12,6,2,6,40,8,3,6,80,40
1b,65,fail,13,7,1,4,30,9,4,6,30,20
